CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,SatisfactionScore,LoyaltyLevel
398,32,Female,Germany,65931,6,2,11,High,89.40527595524902,Bronze
399,32,Male,Canada,80129,3,6,32,Medium,45.123493305432405,Gold
400,64,Male,USA,34396,8,8,24,Medium,51.90350252805341,Bronze
401,22,Male,France,115352,4,7,8,Low,4.038559289290072,Bronze
402,37,Male,UK,68264,6,10,30,Medium,49.53915138270371,Bronze
403,29,Female,USA,95259,1,7,36,Medium,50.22935052017286,Bronze
404,24,Female,Germany,70448,10,7,16,Low,1.4009742131527103,Silver
405,68,Female,USA,107000,5,7,26,Medium,50.15354398045472,Bronze
406,65,Male,UK,84300,3,6,14,Medium,68.46806759156105,Gold
407,18,Male,USA,64523,4,6,1,Low,22.240061686870202,Bronze
408,66,Male,France,69270,7,7,23,High,74.63542052983023,Silver
409,42,Male,UK,86654,8,4,21,Low,22.369641281864407,Silver
410,41,Female,France,102263,7,10,32,Medium,63.08748416702468,Gold
411,43,Male,Canada,60567,3,8,48,High,96.89302972479314,Gold
412,38,Female,France,68500,1,6,24,High,75.05173430668243,Bronze
413,59,Female,Canada,53307,6,7,5,Low,34.646650615985564,Bronze
414,59,Female,UK,103896,1,4,10,High,86.26048142547522,Bronze
415,68,Female,Germany,56275,10,10,6,Low,6.407552797288843,Bronze
416,32,Female,UK,32970,4,3,38,High,79.60800768830003,Gold
417,41,Female,Germany,41806,5,4,7,Medium,67.32179867536479,Gold
418,30,Female,Germany,76613,6,8,37,Medium,69.8891180597781,Gold
419,50,Male,France,65485,1,10,1,High,84.89817881108641,Gold
420,34,Female,USA,66993,7,9,9,High,86.85253112835352,Gold
421,66,Female,France,39499,1,5,27,Medium,48.452723717427396,Bronze
422,24,Male,Canada,106953,7,9,4,High,78.9520444670748,Bronze
423,58,Male,UK,38174,6,9,27,Low,15.96356452739848,Bronze
424,49,Female,USA,87468,4,2,29,High,92.44327148797592,Silver
425,48,Male,Germany,114505,1,5,38,High,89.25986344080023,Bronze
426,61,Female,Canada,105546,5,6,40,High,79.43802638707413,Silver
427,57,Female,Germany,102537,7,6,39,Medium,44.60784165501273,Silver
428,32,Female,UK,113232,9,2,26,Low,27.012043004303077,Silver
429,69,Female,UK,47675,2,1,37,High,87.49311425868783,Gold
430,31,Male,UK,36341,3,10,11,High,73.62814819300043,Silver
431,27,Male,Germany,106195,4,9,38,Low,37.68045664427711,Bronze
432,59,Female,France,79186,2,2,31,Low,8.067946650964434,Bronze
433,33,Female,USA,48441,10,1,35,Medium,48.71419339179162,Bronze
434,61,Male,France,105181,2,9,25,Low,18.11119871421982,Silver
435,31,Female,Canada,98147,3,10,22,Medium,53.09467607181227,Gold
436,28,Female,Germany,107618,5,1,35,High,99.84647526543685,Silver
437,57,Male,USA,108983,10,10,26,Medium,49.21860769458859,Bronze
438,27,Female,Germany,77376,8,8,2,Medium,41.756161009983906,Bronze
439,52,Female,Germany,99351,3,10,23,Medium,63.1172691586425,Silver
440,23,Female,USA,57293,4,2,15,Low,7.869907451107895,Bronze
441,47,Female,Canada,62587,7,1,2,Medium,59.306562631901485,Bronze
442,48,Female,USA,72516,9,9,38,High,83.05160300252588,Bronze
443,69,Male,France,33371,10,2,16,Medium,62.15755568103012,Gold
444,35,Male,Canada,118197,2,10,20,Low,9.631650386822797,Bronze
445,30,Female,France,86489,3,8,16,Medium,52.816790419232035,Bronze
446,50,Female,UK,62995,3,3,25,Low,27.524905266532908,Silver
447,64,Female,USA,99195,2,9,45,Low,7.288310481819029,Bronze
448,21,Male,Germany,67252,10,10,31,Medium,59.116741757827015,Bronze
449,51,Female,Canada,107849,3,2,8,Low,4.9887828002313315,Silver
450,30,Female,France,92159,3,5,10,High,79.32589514176144,Silver
451,40,Female,Germany,60188,9,6,49,Low,16.0946117782187,Bronze
452,40,Male,UK,89002,1,4,38,Medium,43.89023048266459,Silver
453,47,Male,UK,35610,6,9,10,Medium,65.24808905446909,Gold
454,46,Male,France,105416,2,7,25,Low,5.149748420746013,Bronze
455,34,Male,Germany,52389,8,5,29,Medium,68.87061865650625,Bronze
456,50,Male,Germany,97660,5,3,8,Low,38.37985404405273,Bronze
457,63,Female,UK,65858,6,2,48,Low,1.2737553938336659,Gold
458,61,Male,Germany,39149,7,7,30,Medium,49.7958911581131,Bronze
459,29,Female,France,38151,9,10,49,Medium,41.288228816244896,Bronze
460,55,Male,UK,69965,2,10,27,Medium,59.90889432618326,Bronze
461,51,Female,Germany,38711,7,2,3,Medium,63.09760670779181,Bronze
462,29,Male,Germany,58253,2,7,35,Medium,53.858310893086866,Silver
463,40,Female,Germany,57954,5,5,38,Low,34.040784778063816,Silver
464,52,Male,France,63546,6,7,49,Medium,52.598197028776646,Bronze
465,23,Male,France,78122,9,5,39,Medium,58.170899951265206,Silver
466,52,Female,Canada,35098,7,10,35,Low,26.57291990518973,Silver
467,62,Male,France,99291,9,4,2,High,77.39294331014777,Gold
468,49,Female,Germany,73283,1,9,2,Medium,69.5153268167408,Silver
469,52,Male,Canada,59828,5,7,13,High,81.46306371258032,Silver
470,63,Female,Germany,105844,6,7,43,Medium,66.85081526015105,Silver
471,61,Female,USA,81340,4,5,5,High,93.40562655167824,Silver
472,24,Male,France,110908,2,8,13,Medium,48.259215242764085,Silver
473,55,Male,Germany,51225,1,9,18,Low,26.865847388862417,Bronze
474,28,Female,Canada,102557,4,8,48,High,92.86064644019372,Bronze
475,39,Male,USA,68654,7,3,24,High,74.78681535198228,Gold
476,32,Female,Germany,95520,2,5,20,Low,13.974812494211731,Silver
477,64,Female,Germany,73063,2,9,18,Medium,58.56763316476061,Bronze
478,52,Female,Germany,98405,8,6,34,Medium,66.1439187610504,Bronze
479,63,Male,France,115455,5,1,46,High,97.84085274082088,Bronze
480,31,Female,France,104057,9,8,19,Medium,65.17435642781267,Silver
481,57,Female,Canada,52904,3,3,3,Medium,66.47640516329193,Gold
482,55,Female,France,90451,6,3,26,Low,21.269117291698816,Bronze
483,36,Female,UK,98914,6,4,14,Medium,42.46019198606057,Bronze
484,19,Female,USA,114284,7,2,3,Medium,54.60488408227319,Silver
485,20,Male,UK,89761,10,4,36,High,81.48478477633532,Silver
486,66,Male,France,32197,3,8,7,High,78.79852262540254,Bronze
487,40,Male,USA,107781,9,9,43,Medium,55.80075772767487,Silver
488,42,Female,USA,80282,2,1,2,High,82.65902038210305,Bronze
489,52,Male,France,59847,7,1,2,Low,22.52711858571449,Silver
490,49,Male,Canada,39242,10,7,49,High,95.92371613772205,Gold
491,51,Male,Germany,32106,10,6,23,Low,14.768955165767583,Silver
492,61,Male,Canada,82635,2,3,48,High,96.66154490629891,Gold
493,18,Female,Canada,36192,5,4,30,Medium,65.07750405704783,Silver
494,58,Male,Germany,34146,1,3,46,Medium,54.722604253550664,Bronze
495,37,Female,Germany,64376,8,1,31,High,75.87089676672663,Bronze
496,69,Male,Germany,49549,7,4,1,Medium,55.29911030886989,Silver
497,28,Male,Germany,51085,2,5,26,Medium,43.63604376411954,Silver
498,25,Male,Canada,90065,7,8,8,High,72.01082236414933,Bronze
499,64,Male,Germany,84177,7,10,24,Medium,55.36109736909152,Bronze
500,54,Female,Canada,107756,4,10,30,Low,12.746955133308344,Bronze
501,46,Male,UK,36759,6,6,20,High,71.07140484503607,Silver
502,31,Male,France,73661,1,2,48,Medium,59.046003035637334,Bronze
503,66,Female,Germany,66993,9,3,2,High,89.38194174131488,Bronze
504,27,Female,Germany,101267,1,9,46,Medium,63.57430777140307,Bronze
505,54,Female,Germany,113864,8,2,12,Medium,41.20550716011736,Bronze
506,45,Male,Canada,44918,6,10,21,Low,12.034644859502052,Gold
507,47,Female,France,104661,2,10,37,Medium,47.081154479661365,Silver
508,31,Female,France,82116,8,10,49,High,99.32769201906359,Silver
509,57,Female,USA,76837,9,4,48,Medium,56.72005574551941,Bronze
510,31,Male,Germany,101645,10,6,14,Medium,64.39906032978566,Gold
511,26,Female,USA,52287,9,10,47,High,99.0950953408908,Silver
512,52,Female,Germany,71513,6,8,26,High,72.66453538959048,Gold
513,53,Female,France,113282,1,10,15,Medium,48.640922206066925,Bronze
514,32,Male,USA,117699,4,10,41,Low,34.067049682142496,Silver
515,26,Female,Germany,91417,5,8,13,High,81.89716032069487,Gold
516,69,Female,Germany,99717,10,4,1,Medium,65.87939553169885,Silver
517,25,Female,USA,73120,8,10,12,High,82.91432823217977,Bronze
518,27,Male,Canada,74049,7,9,31,Low,6.62059673132411,Gold
519,69,Female,Canada,35320,3,7,28,Medium,41.68754653449219,Bronze
520,24,Female,France,77973,2,8,48,High,87.67721131680207,Silver
521,58,Male,France,41377,4,2,2,Low,21.75225135575955,Silver
522,18,Female,USA,116595,8,9,28,Low,31.268840867555113,Silver
523,28,Male,Germany,46221,10,3,13,Medium,45.19116767466879,Bronze
524,59,Female,Canada,102130,6,4,30,Low,29.21984233310123,Bronze
525,42,Female,France,54806,10,2,44,Low,39.098228670032995,Bronze
526,69,Male,UK,107558,10,7,35,High,99.61068157876664,Bronze
527,37,Female,Canada,59014,4,5,43,Low,33.540874575228116,Bronze
528,31,Female,Canada,45509,10,5,29,High,77.00920742479573,Bronze
529,39,Female,Germany,65043,8,6,45,Low,17.33753992909663,Silver
530,40,Male,UK,105032,5,7,21,Medium,69.72590984405593,Silver
531,25,Male,France,66786,5,7,13,Medium,45.46576419044807,Bronze
532,54,Female,Canada,93332,3,6,5,High,88.81269466404653,Gold
533,31,Male,UK,39712,5,8,18,High,96.02513493966796,Silver
534,44,Male,UK,39980,7,6,26,High,77.88559045925797,Gold
535,44,Female,USA,39855,5,7,32,Medium,42.658399867686285,Silver
536,29,Male,Canada,81666,5,6,11,High,76.89518228890391,Gold
537,56,Female,Germany,63995,4,7,49,High,94.51561367122608,Bronze
538,35,Female,UK,86526,4,7,35,Medium,69.91506616746831,Silver
539,45,Male,UK,50880,3,10,15,Low,20.587155807222096,Silver
540,29,Female,France,59952,3,8,33,Medium,52.13176869893037,Bronze
541,48,Female,France,33193,1,4,8,Low,13.970976121387398,Silver
542,29,Male,UK,65094,8,10,26,High,90.2000592391695,Bronze
543,30,Male,UK,106435,5,2,15,High,85.25829068902249,Silver
544,51,Male,Canada,110297,3,2,45,High,90.40108876243112,Gold
545,55,Male,USA,30242,8,2,18,Medium,62.177634756833186,Silver
546,59,Female,UK,75839,6,7,19,Medium,68.23975598112182,Gold
547,39,Male,France,85487,3,7,7,Medium,67.79968595310307,Bronze
548,37,Female,Canada,111992,3,9,40,High,91.50349479305004,Gold
549,36,Female,Canada,105499,9,2,38,High,89.32675310579836,Silver
550,18,Male,USA,47308,4,7,26,High,95.32802139312028,Gold
551,55,Female,France,90518,9,9,23,Medium,44.935267704518054,Bronze
552,54,Male,Germany,114185,2,9,27,Medium,67.83164830264532,Bronze
553,35,Female,Germany,114357,4,9,39,Medium,60.73855618558769,Bronze
554,57,Female,Canada,83001,7,5,38,High,86.14367821674979,Silver
555,44,Female,France,37067,10,2,49,High,94.45062869062139,Bronze
556,66,Female,France,106953,6,1,17,High,88.82773027856709,Silver
557,66,Female,Canada,37245,8,3,35,Medium,52.678167011003495,Silver
558,61,Female,Canada,71478,7,3,27,Medium,44.236073493435924,Bronze
559,65,Male,Germany,73697,3,5,33,High,73.32084572395239,Bronze
560,41,Female,France,102005,2,8,47,Medium,63.54004407068307,Bronze
561,23,Male,France,52969,10,9,26,High,90.42556829751831,Silver
562,66,Male,UK,86258,10,5,40,Medium,53.58713444727595,Gold
563,35,Female,France,118205,6,10,32,High,88.93191214515065,Bronze
564,56,Female,USA,92230,9,10,1,Medium,43.99076988893567,Bronze
565,36,Female,UK,52430,7,6,2,High,98.84072867409994,Silver
566,41,Female,France,35081,8,1,45,Low,34.197660371259545,Bronze
567,45,Female,USA,43424,10,9,12,High,79.61580251539795,Bronze
568,57,Male,UK,44366,5,7,37,Medium,57.22922749537008,Silver
569,49,Male,Germany,46216,4,9,46,Low,25.867992525990346,Silver
570,41,Male,Germany,35384,8,3,42,High,74.76521172102112,Silver
571,33,Male,UK,100408,5,3,30,High,92.01858186359217,Bronze
572,57,Male,USA,110572,1,5,39,Low,9.474530851178162,Silver
573,61,Female,France,54912,4,7,38,High,95.29298081304823,Silver
574,49,Male,Germany,53527,10,2,45,High,78.24424868894528,Gold
575,68,Female,France,55986,3,8,28,Medium,43.87775621213007,Gold
576,66,Female,Canada,38780,8,9,38,Medium,44.50399245325265,Bronze
577,68,Male,USA,88705,1,2,22,High,78.9210939013062,Bronze
578,62,Female,UK,41808,10,3,10,Medium,53.431427745798274,Gold
579,32,Female,UK,73359,4,3,23,Medium,68.34788331597412,Bronze
580,32,Female,USA,39039,2,1,29,Medium,52.67653737279369,Silver
581,35,Male,UK,69503,8,10,43,Low,9.144632324749466,Silver
582,19,Male,USA,99027,8,5,48,High,78.0636457004745,Gold
583,23,Female,USA,50949,1,10,48,Medium,44.4676246569232,Silver
584,41,Male,Germany,51617,3,3,47,Low,29.737546419741562,Bronze
585,21,Male,USA,84179,7,4,46,High,96.1481120771773,Silver
586,34,Female,Germany,41374,10,6,8,Low,14.554380151836195,Silver
587,32,Female,USA,66577,5,10,6,Low,10.150911437095557,Bronze
588,23,Male,France,78360,6,8,18,High,89.51618999883745,Bronze
589,40,Male,USA,105305,5,10,4,Low,36.82972238332596,Gold
590,51,Female,Germany,92854,1,6,37,Low,20.192041251136633,Gold
591,44,Male,France,84530,10,5,38,Medium,59.40651946114676,Gold
592,29,Male,France,56617,4,1,47,Medium,66.0360235846023,Gold
593,42,Male,UK,37809,1,2,45,Medium,45.635776400599354,Gold
594,41,Female,UK,54296,10,1,4,Medium,54.4916474504294,Bronze
595,30,Female,France,85160,4,9,9,Medium,42.82033431873934,Bronze
596,47,Male,USA,71504,4,6,42,High,73.23973317512964,Bronze
597,28,Female,USA,91670,2,3,6,High,88.98604990330487,Bronze
598,67,Female,France,60752,9,6,32,Medium,65.2112691166717,Silver
599,38,Female,France,66652,8,7,12,High,95.66888028212588,Silver
600,19,Female,USA,38493,10,10,26,High,71.57496498013496,Silver
